32646,112,17684
14785,5763,17684
14785,112,17684
5763,112,17684
26,2606,17685
26,229,17685
2606,229,17685
2606,3103,17685
229,3103,17685
2784,7779,17699
297,11435,17712
297,1466,17716
297,39,17716
1466,39,17716
291,2788,17730
62,291,17731
291,2802,17732
1620,2789,17734
273,1203,17738
1328,2794,17741
1328,2795,17741
2794,2795,17741
50,2796,17742
1270,43326,17756
121,1654,17757
121,2798,17757
1654,2798,17757
2799,197,17759
2799,2800,17759
197,2800,17759
661,2774,17760
1009,55103,17762
519,2151,17763
519,2899,17763
519,2900,17763
519,2901,17763
519,1561,17763
2151,2899,17763
2151,2900,17763
2151,2901,17763
2151,1561,17763
2899,2900,17763
2899,2901,17763
2899,1561,17763
2900,2901,17763
2900,1561,17763
2901,1561,17763
153,2819,17764
153,2820,17764
2819,2820,17764
2235,184,17766
2653,10246,17768
1328,2821,17801
2821,2795,17801
1466,839,17803
986,3547,17804
1370,3477,17805
1487,2823,17806
1487,2204,17806
2823,2204,17806
1487,2825,17807
1487,2827,17809
2046,2163,17816
708,2829,17819
1127,2830,17830
1127,61035,17830
2830,61035,17830
2247,15026,17831
2247,3487,17831
2247,9232,17831
2247,23799,17831
15026,3487,17831
15026,9232,17831
15026,23799,17831
3487,9232,17831
3487,23799,17831
9232,23799,17831
470,2833,17832
1073,7777,17833
2831,7714,17834
2831,73196,17834
2831,907,17834
2831,3340,17834
7714,73196,17834
7714,907,17834
7714,3340,17834
73196,907,17834
73196,3340,17834
907,3340,17834
772,848,17851
772,588,17851
848,588,17851
1667,1384,17852
1522,2326,17855
1099,2498,17857
1099,2836,17858
1099,2837,17858
2836,2837,17858
1099,2838,17859
1099,2839,17862
7411,65761,189480
23434,2169,189488
23434,10268,189488
23434,7412,189488
23434,7411,189488
23434,43228,189488
2169,10268,189488
2169,7412,189488
2169,7411,189488
2169,43228,189488
10268,7412,189488
10268,7411,189488
10268,43228,189488
7412,7411,189488
7412,43228,189488
7411,43228,189488
7411,5354,189489
58459,61122,189510
58459,63208,189510
58459,25431,189510
61122,63208,189510
61122,25431,189510
63208,25431,189510
63499,65771,189511
56759,7514,189514
61363,9001,189515
56759,36041,189516
56759,34010,189517
56759,2749,189518
56759,17179,189519
56759,65764,189522
56759,2163,189523
58962,65765,189525
65987,65988,189526
65987,65989,189526
65988,65989,189526
56759,17094,189527
56759,15473,189530
9386,65766,189534
56759,9744,189535
38493,65767,189536
64898,65769,189537
64898,65136,189537
65769,65136,189537
56759,65768,189538
56759,3112,189539
54791,57121,189542
7775,65782,189545
65770,23130,189546
493,62507,189548
65775,65617,189559
64831,49350,189561
9508,5919,189562
9508,65776,189562
5919,65776,189562
58379,49350,189565
56759,36006,189579
56759,33972,189581
56759,5437,189583
56759,18436,189585
56759,16936,189589
56759,16105,189591
56759,11704,189592
56759,23026,189593
56759,13429,189596
56759,11414,189597
56759,10244,189599
56759,23986,189601
54701,59892,189602
56759,2841,189608
2375,7737,189622
16288,86200,189642
1620,60376,189644
1620,35830,189644
1620,5658,189644
1620,14679,189644
1620,65908,189644
60376,35830,189644
60376,5658,189644
60376,14679,189644
60376,65908,189644
35830,5658,189644
35830,14679,189644
35830,65908,189644
5658,14679,189644
5658,65908,189644
14679,65908,189644
1620,53277,189648
14679,53277,189648
5658,53277,189648
53277,35830,189648
25350,51621,189661
9870,51621,189662
65785,65786,189663
65785,2896,189664
65785,3488,189684
65785,65788,189685
65785,65789,189685
65788,2896,189685
65788,65789,189685
2896,65789,189685
5954,65792,189704
5954,3023,189704
65792,3023,189704
1328,23867,189708
33725,1734,189725
33725,9477,189728
33725,13058,189728
33725,70423,189728
33725,3180,189728
33725,48114,189728
33725,8968,189728
33725,30809,189728
9477,13058,189728
9477,70423,189728
9477,3180,189728
9477,48114,189728
9477,8968,189728
9477,30809,189728
13058,70423,189728
13058,3180,189728
13058,48114,189728
13058,8968,189728
13058,30809,189728
70423,3180,189728
70423,48114,189728
70423,8968,189728
70423,30809,189728
3180,48114,189728
3180,8968,189728
3180,30809,189728
48114,8968,189728
48114,30809,189728
8968,30809,189728
33725,57059,189730
33725,9507,189730
33725,69677,189730
33725,62728,189730
33725,69679,189730
33725,33681,189730
33725,63964,189730
33725,15014,189730
33725,63733,189730
33725,9570,189730
33725,57348,189730
33725,29677,189730
57059,9507,189730
57059,69677,189730
57059,62728,189730
57059,69679,189730
57059,33681,189730
57059,63964,189730
57059,15014,189730
57059,63733,189730
57059,9570,189730
57059,57348,189730
57059,29677,189730
9507,69677,189730
9507,62728,189730
9507,69679,189730
9507,33681,189730
9507,63964,189730
9507,15014,189730
9507,63733,189730
9507,9570,189730
9507,57348,189730
9507,29677,189730
69677,62728,189730
69677,69679,189730
69677,33681,189730
69677,63964,189730
69677,15014,189730
69677,63733,189730
69677,9570,189730
69677,57348,189730
69677,29677,189730
62728,69679,189730
62728,33681,189730
62728,63964,189730
62728,15014,189730
62728,63733,189730
62728,9570,189730
62728,57348,189730
62728,29677,189730
69679,33681,189730
69679,63964,189730
69679,15014,189730
69679,63733,189730
69679,9570,189730
69679,57348,189730
69679,29677,189730
33681,63964,189730
33681,15014,189730
33681,63733,189730
33681,9570,189730
33681,57348,189730
33681,29677,189730
63964,15014,189730
63964,63733,189730
63964,9570,189730
63964,57348,189730
63964,29677,189730
15014,63733,189730
15014,9570,189730
15014,57348,189730
15014,29677,189730
63733,9570,189730
63733,57348,189730
63733,29677,189730
9570,57348,189730
9570,29677,189730
57348,29677,189730
33725,14922,189731
33725,65794,189731
33725,2327,189731
33725,9326,189731
33725,64978,189731
33725,65795,189731
33725,65796,189731
14922,65794,189731
14922,2327,189731
14922,9326,189731
14922,64978,189731
14922,65795,189731
14922,65796,189731
65794,2327,189731
65794,9326,189731
65794,64978,189731
65794,65795,189731
65794,65796,189731
2327,9326,189731
2327,64978,189731
2327,65795,189731
2327,65796,189731
9326,64978,189731
9326,65795,189731
9326,65796,189731
64978,65795,189731
64978,65796,189731
65795,65796,189731
9936,61507,189746
24096,65805,189767
65810,18634,189781
61574,63594,189782
49186,41011,189784
41765,18721,189785
39665,35921,189788
39665,46122,189788
35921,46122,189788
13547,49463,189790
65827,65829,189792
41901,61903,189794
65755,51509,189795
65755,51532,189796
65755,60890,189797
29509,58411,189798
54939,57890,189818
29509,65836,189827
60401,2163,189844
2497,7514,189845
3518,7449,189847
56240,13510,189858
56240,14572,189858
13510,14572,189858
56240,21498,189861
61909,15929,189865
52054,16918,189872
52054,58120,189876
2497,7308,189880
2497,26835,189881
2497,2498,189881
26835,2498,189881
2497,33865,189886
28325,56813,189887
58067,65853,189888
41396,65902,189889
64434,62336,189890
57111,35756,189891
65840,43454,189892
2019,70947,189904
50148,54570,189923
50148,65843,189923
50148,49407,189923
54570,65843,189923
54570,49407,189923
65843,49407,189923
17069,34467,189925
63364,46211,189927
46,3337,189937
5666,3327,189940
5666,56163,189940
5666,1226,189940
3327,56163,189940
3327,1226,189940
56163,1226,189940
11722,2751,189941
11722,112,189941
11722,25478,189941
2751,112,189941
2751,25478,189941
112,25478,189941
34645,59488,189951
34645,41779,189951
34645,49233,189951
59488,41779,189951
59488,49233,189951
41779,49233,189951
31101,43061,189952
49691,54492,189954
65850,59572,189956
65367,61578,189982
61578,65366,189983
1961,18627,190003
18499,3635,190016
18499,16208,190017
18499,65864,190018
18499,65863,190019
18499,65861,190021
18499,65862,190021
65861,65862,190021
18499,14669,190024
4744,63567,190039
60991,60992,190044
2712,15182,190045
5639,2372,190047
50468,61011,190048
64927,60987,190049
1116,33928,190051
1116,33927,190051
1116,7784,190051
33928,33927,190051
33928,7784,190051
33927,7784,190051
5567,32590,190052
5567,9907,190052
32590,9907,190052
5567,59638,190053
5567,18853,190053
59638,18853,190053
65873,65877,190063
9565,65900,190073
41924,64706,190074
65873,65878,190075
23981,21177,190076
23981,13271,190076
23981,23853,190076
21177,13271,190076
21177,23853,190076
13271,23853,190076
28249,15623,190078
28249,65879,190078
15623,65879,190078
25227,61966,190081
25227,65881,190081
61966,65881,190081
65882,50117,190083
65882,18466,190084
65882,48186,190088
27147,55075,190092
472,65883,190093
65882,15078,190094
65882,46960,190107
65882,50140,190109
65882,51895,190109
50140,51895,190109
65882,40955,190111
65882,44929,190118
65882,15085,190120
65882,43078,190122
65882,62466,190124
65882,43234,190125
65882,9940,190127
65882,46954,190130
25383,25387,190132
25383,25386,190132
25387,25386,190132
65897,919,190138
65897,2434,190139
65897,13552,190148
65898,77462,190149
11485,1408,190155
32426,28292,190156
25282,23867,190157
29509,45079,190158
60912,62277,190159
855,5487,190161
855,35750,190161
855,14786,190161
855,2115,190161
855,220,190161
5487,35750,190161
5487,14786,190161
5487,2115,190161
5487,220,190161
35750,14786,190161
35750,2115,190161
35750,220,190161
14786,2115,190161
14786,220,190161
2115,220,190161
855,7655,190162
5487,7655,190162
2115,7655,190162
14786,7655,190162
855,2523,190163
855,65942,190163
35750,2523,190163
35750,65942,190163
14786,2523,190163
14786,65942,190163
2115,2523,190163
2115,65942,190163
2523,65942,190163
5854,60564,190164
49416,49190,190186
65306,8888,190199
62302,65907,190206
7732,23356,190219
7732,60383,190219
23356,60383,190219
41302,29497,190220
16401,7472,190221
46962,9724,190222
46962,15357,190222
46962,68933,190222
46962,57246,190222
9724,15357,190222
9724,68933,190222
9724,57246,190222
15357,68933,190222
15357,57246,190222
68933,57246,190222
46918,8892,190223
3356,60696,190234
39571,50230,190242
4876,5336,190243
54479,46290,190246
59996,59997,190248
65915,49926,190252
18510,322,190261
50148,51509,190262
9177,6161,190267
9177,2075,190267
6161,2075,190267
61883,61884,190276
61883,65923,190276
61883,32371,190276
61884,65923,190276
61884,32371,190276
65923,32371,190276
52028,17094,190277
52028,65922,190277
17094,65922,190277
65930,65929,190303
65930,65931,190303
65929,65931,190303
65932,65933,190304
17090,59723,190314
64111,65940,190315
59002,3008,190326
56759,9844,190328
63900,65179,190336
60620,65939,190337
58483,18466,190338
21387,21429,190339
5741,33950,190342
5741,59153,190342
33950,59153,190342
61067,65255,190343
61067,66007,190343
65255,66007,190343
9827,17175,190344
9827,60591,190344
17175,60591,190344
23896,13192,190383
58483,51873,190394
23952,23951,190395
23952,6177,190395
23951,6177,190395
62164,65951,190399
63970,61464,190402
63970,9569,190402
63970,65316,190402
61464,9569,190402
61464,65316,190402
9569,65316,190402
61939,65953,190403
64951,9459,190405
32291,16964,190406
61723,61724,190407
61723,63901,190407
61724,63901,190407
34435,9391,190413
58067,61289,190415
748,747,190416
748,2932,190420
747,2932,190420
46526,54694,190421
46526,65955,190421
46526,57274,190421
54694,65955,190421
54694,57274,190421
65955,57274,190421
50148,46526,190422
11490,25355,190426
11490,39762,190426
11490,48741,190426
11490,49677,190426
11490,49681,190426
11490,49851,190426
11490,53190,190426
11490,41161,190426
25355,39762,190426
25355,48741,190426
25355,49677,190426
25355,49681,190426
25355,49851,190426
25355,53190,190426
25355,41161,190426
39762,48741,190426
39762,49677,190426
39762,49681,190426
39762,49851,190426
39762,53190,190426
39762,41161,190426
48741,49677,190426
48741,49681,190426
48741,49851,190426
48741,53190,190426
48741,41161,190426
49677,49681,190426
49677,49851,190426
49677,53190,190426
49677,41161,190426
49681,49851,190426
49681,53190,190426
49681,41161,190426
49851,53190,190426
49851,41161,190426
53190,41161,190426
27008,49851,190427
27008,11695,190427
27008,65956,190427
27008,41161,190427
27008,13144,190427
49851,11695,190427
49851,65956,190427
49851,13144,190427
11695,65956,190427
11695,41161,190427
11695,13144,190427
65956,41161,190427
65956,13144,190427
41161,13144,190427
26708,40875,190428
26708,48741,190428
26708,49681,190428
26708,65957,190428
26708,13144,190428
40875,48741,190428
40875,49681,190428
40875,65957,190428
40875,13144,190428
48741,65957,190428
48741,13144,190428
49681,65957,190428
49681,13144,190428
65957,13144,190428
11691,13144,190429
11691,39762,190429
11691,11490,190429
11691,41562,190429
13144,39762,190429
13144,11490,190429
13144,41562,190429
39762,41562,190429
11490,41562,190429
11691,56403,190430
11691,65958,190430
11691,48741,190430
11691,49681,190430
11691,49851,190430
11691,53190,190430
56403,65958,190430
56403,48741,190430
56403,49681,190430
56403,49851,190430
56403,53190,190430
65958,48741,190430
65958,49681,190430
65958,49851,190430
65958,53190,190430
41239,53190,190431
41239,65996,190431
53190,65996,190431
6177,7514,190446
4871,16907,190473
56764,66006,190475
56764,63973,190475
66006,63973,190475
34062,26645,190476
34062,20103,190476
34062,21683,190476
34062,62083,190476
26645,20103,190476
26645,21683,190476
26645,62083,190476
20103,21683,190476
20103,62083,190476
21683,62083,190476
51814,23847,190477
60216,59689,190478
60216,61666,190478
59689,61666,190478
65986,15078,190500
23572,65986,190501
18823,65986,190502
65986,15151,190503
64122,2687,190524
64122,15320,190524
64122,65992,190524
64122,2326,190524
64122,31078,190524
64122,65993,190524
64122,64206,190524
2687,15320,190524
2687,65992,190524
2687,2326,190524
2687,31078,190524
2687,65993,190524
2687,64206,190524
15320,65992,190524
15320,2326,190524
15320,31078,190524
15320,65993,190524
15320,64206,190524
65992,2326,190524
65992,31078,190524
65992,65993,190524
65992,64206,190524
2326,31078,190524
2326,65993,190524
2326,64206,190524
31078,65993,190524
31078,64206,190524
65993,64206,190524
10257,14802,190544
41897,70332,190559
9145,84417,190569
1005,1809,190574
48556,25193,190585
57748,54601,190587
44701,66000,190598
36317,41878,190600
60916,46921,190601
60916,48922,190601
60916,73047,190601
46921,48922,190601
46921,73047,190601
48922,73047,190601
23981,30873,190602
49125,57095,190617
53447,46954,190619
46954,54736,190620
3621,13417,190649
57748,36010,190664
21498,15085,190665
51503,18903,190667
22956,1870,190678
22956,13510,190678
1870,13510,190678
34377,24092,190679
4905,15553,190680
49542,919,190683
30926,18601,190684
36454,12954,190685
36454,60391,190685
36454,44770,190685
12954,60391,190685
12954,44770,190685
60391,44770,190685
21542,60860,190686
41804,59153,190687
65454,29597,190689
65454,58212,190689
65454,62716,190689
65454,48815,190689
29597,58212,190689
29597,62716,190689
29597,48815,190689
58212,62716,190689
58212,48815,190689
62716,48815,190689
7400,9725,190690
43328,48810,190691
49780,34645,190692
49780,57331,190692
49780,59123,190692
34645,57331,190692
34645,59123,190692
57331,59123,190692
62251,66069,190694
4691,2871,190695
48056,5978,190707
48744,2844,190710
27110,61384,190727
27110,56567,190729
27110,10307,190730
62794,41045,190756
57602,41875,190757
57602,71966,190757
41875,71966,190757
49243,16964,190767
48137,25349,190771
1614,8884,190772
34328,10096,190776
36339,66358,190777
36339,5978,190793
36339,58228,190793
5978,58228,190793
57861,48420,190795
49368,48286,190797
41683,48159,190798
41683,48702,190798
48159,48702,190798
50375,66019,190809
50375,88318,190809
66019,88318,190809
919,9940,190812
61538,29477,190814
58067,33972,190850
16166,60564,190864
58492,58491,190876
58492,59917,190876
58492,61427,190876
58491,59917,190876
58491,61427,190876
59917,61427,190876
58492,57134,190877
58492,66028,190877
57134,66028,190877
58492,58494,190878
58492,46290,190878
58494,58491,190878
58494,46290,190878
58491,46290,190878
58492,58615,190879
58492,54729,190879
58615,54729,190879
66029,36409,190880
66029,66030,190880
36409,66030,190880
14806,40868,190881
14806,18822,190881
14806,73019,190881
14806,11490,190881
40868,18822,190881
40868,73019,190881
40868,11490,190881
18822,73019,190881
18822,11490,190881
73019,11490,190881
66029,66031,190882
66029,66032,190883
66029,66033,190883
66032,66033,190883
41528,66042,190899
58717,2611,190902
63067,2862,190903
57467,66044,190904
5741,61802,190905
24096,66047,190911
59532,66610,190912
66049,23509,190935
30828,43454,190937
23758,34199,190939
23758,16585,190939
34199,16585,190939
58459,66070,190940
66053,5995,190943
66054,66280,190944
66054,66281,190944
66280,66281,190944
66046,66056,190946
66046,50007,190948
66058,65397,190963
15427,32339,190971
40980,66060,190976
34062,48403,190983
34062,61638,190983
21683,48403,190983
21683,61638,190983
48403,61638,190983
59996,2506,190987
59997,2506,190987
66062,66063,190998
66064,48186,191022
66065,32290,191043
66065,54755,191044
66065,65654,191049
5727,57311,191055
5727,44575,191055
57311,44575,191055
712,21357,191056
712,16592,191056
112,21357,191056
112,16592,191056
21357,16592,191056
61553,61554,191057
66067,66099,191058
96,298,191074
298,2138,191074
31211,57991,191097
58942,56119,191100
64915,77311,191101
32576,56144,191105
66071,33922,191108
66071,46954,191109
57154,15826,191110
57154,51798,191111
57154,60781,191114
57154,33922,191115
57154,59405,191116
57154,2434,191116
59405,2434,191116
57154,66979,191118
57154,13190,191120
57154,15085,191122
66073,66075,191133
66073,66074,191133
66073,66078,191133
66073,72564,191133
66075,66074,191133
66075,66078,191133
66075,72564,191133
66074,66078,191133
66074,72564,191133
66078,72564,191133
57154,25255,191151
1383,36016,11521
595,2039,11522
1388,3353,11533
617,1445,11534
1007,2805,11543
1007,8931,11544
1060,31258,11558
84,2805,11560
137,1389,11561
712,1391,11563
712,2558,11563
712,2284,11563
712,6024,11563
1391,2558,11563
1391,2284,11563
1391,112,11563
1391,6024,11563
2558,2284,11563
2558,112,11563
2558,6024,11563
2284,112,11563
2284,6024,11563
112,6024,11563
327,2904,11564
950,3464,11565
950,9523,11565
950,9522,11565
950,9524,11565
950,9525,11565
950,9526,11565
950,9527,11565
950,57500,11565
3464,9523,11565
3464,9522,11565
3464,9524,11565
3464,9525,11565
3464,9526,11565
3464,9527,11565
3464,57500,11565
9523,9522,11565
9523,9524,11565
9523,9525,11565
9523,9526,11565
9523,9527,11565
9523,57500,11565
9522,9524,11565
9522,9525,11565
9522,9526,11565
9522,9527,11565
9522,57500,11565
9524,9525,11565
9524,9526,11565
9524,9527,11565
9524,57500,11565
9525,9526,11565
9525,9527,11565
9525,57500,11565
9526,9527,11565
9526,57500,11565
9527,57500,11565
1392,815,11566
1395,83833,11568
1398,24000,11569
130,2100,11570
130,3103,11570
130,4918,11570
2100,3103,11570
2100,4918,11570
3103,4918,11570
1001,11614,11571
461,23797,11572
461,14581,11577
1404,1940,11586
2929,33769,11587
2929,33770,11587
33769,33770,11587
26,1405,11588
26,781,11588
26,1379,11588
1405,781,11588
1405,3103,11588
1405,1379,11588
781,3103,11588
781,1379,11588
3103,1379,11588
189,57485,11590
179,7504,11593
179,5226,11593
179,5234,11593
7504,5226,11593
7504,5234,11593
5226,5234,11593
28,1407,11595
7,1408,11597
7,2853,11597
7,2131,11597
1408,2853,11597
1408,2131,11597
2853,2131,11597
563,15313,11598
1410,2600,11599
1410,1170,11599
1410,1411,11599
1410,1409,11599
2600,1170,11599
2600,1411,11599
2600,1409,11599
1170,1411,11599
1170,1409,11599
1411,1409,11599
1410,21162,11604
1410,2601,11604
1410,1963,11604
1410,68484,11604
21162,2601,11604
21162,1963,11604
21162,68484,11604
2601,1963,11604
2601,68484,11604
1963,68484,11604
1410,2234,11605
1410,2364,11605
2234,1963,11605
2234,2364,11605
1963,2364,11605
1411,11625,11606
11625,1170,11606
2569,44887,11612
1033,1412,11615
1033,1413,11615
1033,1414,11615
1412,1413,11615
1412,1414,11615
1413,1414,11615
101,41076,11616
1415,54732,11619
1415,3353,11619
1415,54733,11619
54732,3353,11619
54732,54733,11619
3353,54733,11619
11859,18601,191190
11859,57206,191190
18601,57206,191190
710,33717,191214
54889,34127,191222
54889,59608,191222
34127,59608,191222
65270,58166,191224
5854,15078,191225
21276,44779,191226
57154,15793,191239
57154,1742,191240
57154,62407,191241
57154,15730,191242
2434,15730,191242
57154,34377,191251
57154,33905,191254
57154,34375,191255
57571,36010,191264
57571,15619,191264
36010,15619,191264
57154,60703,191265
60703,2434,191265
15085,57571,191266
57154,57571,191266
57154,14804,191278
57571,23447,191279
57571,41685,191282
41685,57154,191282
57154,61119,191283
61119,15730,191283
57154,19008,191284
49795,43318,191292
49795,16043,191292
43318,16043,191292
46167,59350,191293
41875,2604,191294
41875,49909,191294
2604,49909,191294
45043,11518,191295
45043,53190,191295
45043,34311,191295
45043,70475,191295
45043,51695,191295
11518,53190,191295
11518,34311,191295
11518,70475,191295
11518,51695,191295
53190,34311,191295
53190,70475,191295
53190,51695,191295
34311,70475,191295
34311,51695,191295
70475,51695,191295
16647,2604,191298
16647,41595,191298
16647,48809,191298
2604,41595,191298
2604,48809,191298
41595,48809,191298
57154,15078,191300
57154,19004,191302
57154,15079,191303
57154,34110,191304
57154,17334,191305
65958,69948,191306
65958,72927,191306
69948,72927,191306
66090,56875,191317
57154,16493,191318
16493,57571,191318
57154,21540,191319
57154,13510,191332
13510,57571,191332
57154,919,191335
919,57571,191335
26895,46432,191348
13492,46466,191349
28181,15696,191357
49027,54776,191360
1333,29592,191361
66093,72091,191365
2630,48821,191368
5261,13160,191377
5854,1742,191402
57154,82259,191414
57154,56791,191417
57154,41510,191425
57154,23896,191429
57154,68702,191449
57154,44769,191451
57154,13135,191463
57154,18478,191465
57154,61149,191474
225,57154,191475
57154,43149,191490
41452,60764,191492
57154,46335,191493
57154,40975,191494
41510,34377,191518
57154,1870,191547
57154,33856,191547
1870,33856,191547
64111,56352,191548
46694,58615,191549
46694,66107,191549
58615,66107,191549
5347,33972,191551
16107,43399,191552
16107,56527,191552
16107,49974,191552
43399,56527,191552
43399,49974,191552
56527,49974,191552
39571,56813,191556
5805,66110,191562
59715,24047,191574
59715,61379,191574
24047,61379,191574
57154,6162,191576
57154,34581,191576
6162,34581,191576
33922,24092,191578
33922,66126,191578
24092,66126,191578
5346,26645,191579
5346,66552,191579
5346,66553,191579
26645,66552,191579
26645,66553,191579
66552,66553,191579
36342,54900,191589
9549,60215,191590
5143,34494,191591
2375,1411,191594
14682,58099,191595
32330,65899,191603
32330,66257,191606
15073,13192,191608
59111,66117,191624
59111,82451,191624
59111,82450,191624
66117,82451,191624
66117,82450,191624
82451,82450,191624
34110,15730,191625
57154,4895,191626
59699,9553,191640
64869,66146,191641
66071,18466,191642
66071,56634,191645
66071,15083,191645
56634,15083,191645
66071,2876,191647
15926,13510,191648
15730,25255,191649
57154,219,191650
57154,57842,191650
219,57842,191650
531,11822,191662
56264,57206,191663
